Pallet: "pallet_template", Extrinsic: "do_something", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
760,24000,3000,0,0,0,0,0
760,24000,4000,0,0,0,0,0
760,25000,3000,0,0,0,0,0
760,25000,4000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,4000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,25000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
760,24000,3000,0,0,0,0,0
780,27000,4000,0,0,0,0,0
780,25000,3000,0,0,0,0,0
780,24000,4000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,25000,4000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,24000,4000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,25000,3000,0,0,0,0,0
780,24000,4000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,25000,4000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,25000,3000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
780,25000,4000,0,0,0,0,0
780,24000,3000,0,0,0,0,0
800,26000,3000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,24000,4000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,25000,4000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,25000,4000,0,0,0,0,0
800,24000,3000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,25000,4000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
800,25000,3000,0,0,0,0,0
820,27000,4000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,23000,4000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,24000,4000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,24000,3000,0,0,0,0,0
820,25000,3000,0,0,0,0,0
840,27000,4000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
840,24000,3000,0,0,0,0,0
840,24000,4000,0,0,0,0,0
840,24000,3000,0,0,0,0,0
840,25000,4000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
840,24000,4000,0,0,0,0,0
840,24000,4000,0,0,0,0,0
840,24000,3000,0,0,0,0,0
840,24000,3000,0,0,0,0,0
840,24000,3000,0,0,0,0,0
840,24000,3000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
840,24000,4000,0,0,0,0,0
840,24000,4000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
840,25000,3000,0,0,0,0,0
860,27000,4000,0,0,0,0,0
860,25000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,25000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,25000,3000,0,0,0,0,0
860,24000,4000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,25000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,24000,4000,0,0,0,0,0
860,24000,4000,0,0,0,0,0
860,25000,4000,0,0,0,0,0
860,24000,4000,0,0,0,0,0
860,25000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
860,24000,3000,0,0,0,0,0
880,27000,3000,0,0,0,0,0
880,25000,3000,0,0,0,0,0
880,25000,3000,0,0,0,0,0
880,25000,3000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
880,24000,4000,0,0,0,0,0
880,25000,3000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
880,25000,4000,0,0,0,0,0
880,25000,4000,0,0,0,0,0
880,25000,4000,0,0,0,0,0
880,24000,4000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
880,25000,4000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
880,25000,3000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
880,25000,3000,0,0,0,0,0
880,24000,3000,0,0,0,0,0
900,27000,4000,0,0,0,0,0
900,25000,3000,0,0,0,0,0
900,25000,4000,0,0,0,0,0
900,25000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,25000,3000,0,0,0,0,0
900,25000,3000,0,0,0,0,0
900,25000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,25000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,25000,4000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,24000,4000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
900,24000,3000,0,0,0,0,0
920,28000,3000,0,0,0,0,0
920,26000,4000,0,0,0,0,0
920,24000,3000,0,0,0,0,0
920,25000,3000,0,0,0,0,0
920,25000,3000,0,0,0,0,0
920,25000,4000,0,0,0,0,0
920,25000,4000,0,0,0,0,0
920,25000,4000,0,0,0,0,0
920,24000,4000,0,0,0,0,0
920,25000,3000,0,0,0,0,0
920,24000,3000,0,0,0,0,0
920,24000,3000,0,0,0,0,0
920,24000,4000,0,0,0,0,0
920,24000,3000,0,0,0,0,0
920,24000,4000,0,0,0,0,0
920,24000,4000,0,0,0,0,0
920,24000,3000,0,0,0,0,0
920,24000,4000,0,0,0,0,0
920,23000,3000,0,0,0,0,0
920,24000,3000,0,0,0,0,0
940,26000,3000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
940,53000,16000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
940,24000,3000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
940,47000,3000,0,0,0,0,0
940,24000,4000,0,0,0,0,0
940,24000,4000,0,0,0,0,0
940,25000,3000,0,0,0,0,0
960,27000,4000,0,0,0,0,0
960,25000,4000,0,0,0,0,0
960,25000,3000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,26000,4000,0,0,0,0,0
960,25000,3000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,25000,3000,0,0,0,0,0
960,25000,3000,0,0,0,0,0
960,24000,4000,0,0,0,0,0
960,24000,4000,0,0,0,0,0
960,23000,3000,0,0,0,0,0
960,24000,4000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,25000,3000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,24000,3000,0,0,0,0,0
960,25000,4000,0,0,0,0,0
980,27000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,4000,0,0,0,0,0
980,25000,4000,0,0,0,0,0
980,24000,4000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,25000,4000,0,0,0,0,0
980,25000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,25000,3000,0,0,0,0,0
980,24000,4000,0,0,0,0,0
980,24000,4000,0,0,0,0,0
980,24000,4000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
980,24000,3000,0,0,0,0,0
1000,27000,4000,0,0,0,0,0
1000,26000,3000,0,0,0,0,0
1000,24000,4000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,25000,3000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,24000,4000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,25000,4000,0,0,0,0,0
1000,24000,4000,0,0,0,0,0
1000,25000,3000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,46000,3000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0
1000,25000,3000,0,0,0,0,0
1000,25000,4000,0,0,0,0,0
1000,24000,3000,0,0,0,0,0

Raw Storage Info
========
Storage: TemplateModule Something (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=       24
    + s        0
              µs

Reads = 0 + (0 * s)
Writes = 1 + (0 * s)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    s   mean µs  sigma µs       %
    0      24.3     0.458    1.8%
   20      24.5       0.5    2.0%
   40        24         0    0.0%
   60      24.3     0.458    1.8%
   80      24.3     0.458    1.8%
  100        25         0    0.0%
  120      25.1       0.3    1.1%
  140      24.7     0.458    1.8%
  160      24.5       0.5    2.0%
  180      24.5       0.5    2.0%
  200      24.8       0.4    1.6%
  220      25.1       0.3    1.1%
  240      24.2       0.4    1.6%
  260      24.7     0.458    1.8%
  280      24.1       0.3    1.2%
  300      24.1       0.3    1.2%
  320      24.6     0.489    1.9%
  340        24         0    0.0%
  360      24.3     0.458    1.8%
  380      24.3     0.458    1.8%
  400      24.2       0.4    1.6%
  420      24.4     0.489    2.0%
  440        25         0    0.0%
  460      24.7     0.458    1.8%
  480      24.7     0.458    1.8%
  500      24.2       0.4    1.6%
  520      24.5       0.5    2.0%
  540      24.3     0.458    1.8%
  560      24.8       0.4    1.6%
  580      24.9       0.3    1.2%
  600      24.8       0.4    1.6%
  620      24.7     0.458    1.8%
  640      24.4     0.489    2.0%
  660      24.5       0.5    2.0%
  680        24         0    0.0%
  700        24         0    0.0%
  720      24.5       0.5    2.0%
  740      24.5       0.5    2.0%
  760        24         0    0.0%
  780      24.2       0.4    1.6%
  800      24.7     0.458    1.8%
  820      24.5       0.5    2.0%
  840      24.4     0.489    2.0%
  860      24.2       0.4    1.6%
  880      24.6     0.489    1.9%
  900      24.4     0.489    2.0%
  920      24.3     0.458    1.8%
  940      24.5       0.5    2.0%
  960      24.4     0.489    2.0%
  980        24         0    0.0%
 1000      24.3     0.458    1.8%

Quality and confidence:
param     error
s             0

Model:
Time ~=    24.54
    + s        0
              µs

Reads = 0 + (0 * s)
Writes = 1 + (0 * s)

